text;label
saat ditanya aku hanya diam dan mengangguk kutahu bahwa dia orang yang baik;0
aku pakai himalaya neem mask juga begini kok bagus memang matull banget;0
aku bukan gadis yang berniqab tapi alhamdulillah aku sudah berhenti berselfie dan bagikan gmbar;1
kepada perempuan yang tak tau leher itu juga aurat tak kisah lah kamu pakai iturban ke serban ke lantak kamu parents kamu t;2
kuat sangat hantu kat rumah aku nih;1
lah aku itu susaah orang sesedikit sesedikit kepikiran makanya anaknya gampang pusing dan stres sendiri;2
terus aku nanti duduk di atas situ begitu;1
kalau nilai ulangan kamu jelek jangan lagi panggil aku aya oke ya keesokan harinya bagaimana hasil ulangannya;1
hati aku kecewa aku sedih aku aku seorang je tahu orang lain tak tahu;2
selalu buat macam nih setiap kali menampak peti ais kat dapur haha;0
apa daya aku ini yang fanatiknya sama mi gaga rasa black paper;1
membe aku baru lepas guna pickup line masa nak bayar makan tadi awak orang mana malaysia yela duduk manaini je;1
syukurlah kamu tahu tahu hubungannya dengan perjuangan rakyat semesta juga ya;1
dulu waktu kecil  saya memikirnya tidak apa apa sekarang jelek hitam dekil buluk nanti gedenya cakap sampai sekarang sudah;2
aku malah nangkepnya kreatif lucu sih daripada dia naro link video musik di twit berita yang tidak ada hubuntidakn sama se;1
idola aku banget itu mbak;0
itu ah pelik aku sunyi sepi damak hariitu;2
kenapa ya mimpi itu langsung lupa padahal semalam aku mimpi mendapatkan kamu tapi sekarang lupa caranya recehkantwiter;2
mau menangis banget aku pas ngerujuk pasien pakai ambulance nih mas gojeknya bantu bukain jalan padahal beliau bukan k;2
maryan sejak zaman evdo rev b kamu masih balita sampai zaman now tidak depan mata di rumah saya speed;1
tls followan sama aku ayo rep rt kita berteman;1
otobiografiebuah banatu bangunan itu seperti rumah tradisional danyak akan tetapi adan bedannya kalau rumah dan;1
sesungguhnya penguasaan diri adalah penanda dari kedewasaan seseorangelamat buat kamu yang memang benar benar sudah b;0
orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap;1
bodohh betul aku terhibur bodohh ada member ceni;1
aku penasaran bagaimana akhir kisah kita;1
aku tambahkan lagi deh biar jadi dua;1
twit bangang macam nih masih berkeliaran di media sosial mari kawan kita tengok gender mana yang sampah huhu;1
macam cekgu;1
suka mben kesepakatan nde e kerjo sama kerja kopi dewe aku menganggur sama nukokke maeman ning;1
tengok anak buah aku gais;1
aku pun tak paham dengan diri aku;2
haha pasti buat terkejut eh sudah sampai aku tumbokk muka kamu kang;0
boleh pendidikan layanan khusus dio lagi langgar lampu merah kita simpang natural killer belok kanan aku sempat nepik lalagi time kereta merc dari kiri natural killer;2
karena presentasi hari ini lancar aku mau bikin tidak album only ingin versisi one versisi saja no need to follow tapi;0
aku malas nak ikut perkembangan latest iphone xs itu haha sebab tak check pun kalau korang boleh tolong bagitahu kat;2
kenapa aku jenis reply chat orang cepat nak mampus sedangkan orang itu lepas sejam baru dia reply and aku boleh terima deh;2
misalnya ada suatu kondisi di mana aku benaran lagi galauin km terus km mentwit galau seolah itu buat aku padahal buat orang lain itu babi namanya;2
shopee kamu apa mau dong;0
mutualan yuk aku ikonic juga by the way rt saja ya fllbck tetapi hehe ab;1
aku juga mau puk pukin yuqi;1
periksa ke dokter kalau didiamkan doang bisa kena penyakit lambung dan mesti di rujuk ke rumah sakit kayak aku waktu itu;1
laksanakan segala apa yang diwajibkan allah niscaya kamu menjadi orang yang paling bertakwa hari ath thabrani;0
naik lift dengan member nak jumpa prof tingkat aku keluar tingkat member keluar tingkat haha bongok apa memasing;1
dulu paling lahma pun x betegur dengan best friend forever sendiri ada lah dekat bulahn kot rasanya;1
sudah kayak begini ssaja masih di bilang malas teman teman aku baju sama celana dalam nya ssaja juga masih di cuciin emak nya;2
dear cowok salat jumat enggak bikin kamu ganteng tapi bikin kamu jadi calon imam yang baik ingatalat jumat itu;1
mbaknya takut kamu marahi makanya bilang tidak kalau mau coba tanya sekali lagi tapi pas kondisin;2
julukan mahasiswa yang wajib kamu tau begitu nyaURL artikelnyaURL;1
help butuh donasi buat kucing jadi ini kucing suka ada disekitaran rumah aku dulu sering banget ke rumah dan tidur di ku;1
crush kalau nak tegur iya tegur kalau suka cakap suka daripada kamu dok tengok je cerita aku tak pernah missebb;2
aku cinta segala promo grabfood karena bisa makan burger mc donalds seharga ayam geprek;0
nanti cd aku kelihatan kalau kamu morotin;1
tolodadang please bagi perempuadadan itu baca malu hai lagi malu bila dia beria cerita kat kawadadan dia dadan aku sekali dedadangar aku dadan;1
aku mungkin luaran menampak happy go lucky sentiasa tersenyum dengan orang sekeliling friendly gelak tertawa sampai berdekah a;0
orang bilang time mngandung nihh jaga mulut aku inihhlah peluang aku mau menyumpah time mngandung nihh lah mujarab doa;1
ada yang cakap aslinya daripada fotonya cakap fotonya daripada aslinya aku jelek keduanya;1
aku cinta gue;0
aku menyerah bapa;2
pah butang baju melayu aku mana pah;1
and aku tingkat tapi wah bila bunyi itu boleh rasa dia punya gegar dia jalan kuat and boleh;1
bila dekat unihversitas aku selalu dengar orang label student macam nih deme pandai hadap buku je tapi soal hidup deme;1
hem cari topik yantidak palintidak terbaru dan ada tidakap di antara penelitian sebelumnya jadi kamu bisa isi tidak;1
apa yang kamu nak sebelum meninggal aku nak sebelum aku mati allah ampunkan semua dosa aku dan matikan aku dalam kead;2
nak try juga lah tapi tulah aku sajalah yang selalu cukup takecare hem;1
done menonton dilan dari start film sampai habis aku senyum seorang nasib baik tengok sengseorang kalau ram;0
kamu salah wiwin manusia itu buat teman hidup bukan untuk berharap berharap itu sama tuhan allah;2
enggak ingin suuzan dulu kupernah begini yang hilang charm begitu kejadiannya sama persis aku memamerkan;2
pekerjaan apa kamoo hmb;1
urutannya sesuai sticker ya by the way itu aku double essence dan laneige dipakai x dalam seminggu saja selang se;1
kenapala aku taktegur kamu tadi hem padahal niat aku nak tegur kamu nak jadi kawan macam sebelum sebelum nierious aku t;2
walaupun diri ini sudah hancur percayalah aku cuba juga untuk membahagiakan orang sekeliling tanpa putus asa itu sahaja ya;2
kenapa aku menangis baca komik nih;2
aku mau;0
kalau cewek kamu bising nothing is salah once cewek kamu susudah senyap everything is salah perhaps dia susudah ada someone yang;1
tapi ada sih di beberapa gramed yang jilid sebelum masih dijual di sana walau sebenarnya itu cuma bua;1
semua masa lalu biarlah berlalu tapi rasa sayang aku ke kamu tidak bakal bisa berlalu begitu saja aku sayang kamu;2
kamu punya berapa banyak topi cuma;1
aku kenapa kena taboks juga a jadi teman papa belum intel;2
aku mau ngutuk rizkiko boleh tidak;2
bukan coba kamu lawan sakitnya bukan coba kamu tentang sakitnya bukan coba kamu melupakan sakitnya tapi coba terbiasa dengan;2
URL serius ada juga nih teman kuliahku dari pontianak di sini dibelikan rumah sama mobil aku yang anak asli kota;1
bodola emma tak jadi aku nak murung hari ini;1
lagi siap mau jumatan ini sejadah sama sarungnya baru aku siapkan;1
bagaimana cara biar aku tau perasaanmu yang sebenarnyaa;2
doa untuk ibu dan bapa ya allah ampunila;0
jika engkau tidak mentakdirkan dia untuk ku aku sangat berterimakasih engkau sempat mempertemukanku kembali dengan cipt;2
aku mau bagi e uang ini buat budak cinta dreamies karena apa karena berkat nct dream hari ini aku dapat rejeki lebih tak terduga h;1
nany tanya dia kamu suka aku ke then dia cakap suka je lah tapi belum jatuh hati lagi hhahah bongok nany anggap dia kawan je;1
wkwk kenapa jadi bertanya ke aku sepengetahuan aku bisa kalau akunmu tidak private nit kalau tetap tidakbisa mungkin belum di pembaruan i;1
aku ingatkan gagal tadbir negara dengan elok je dia salahkan bn nak bertanding kepentingan party sendiri pon salahkan bn;1
yang punya anak bisa diajak ke event ini;1
terkadang kalau kita lihat orang yang ssudahah menjalin hubungan ssudahah lama pas mendengar dia mau nikah ya biasa saja karena sudah;1
kadang meskipun kamu yakin telah melupakannya sebuah lagu mampu membawa semua kenangan indah bersamanya kembali ke pikiranmu kmutiara;2
hai adik ikutan lomba poster yukudah dua kali anak indonesia jadi juara duniaiapa tau kamu juaranya untuk tahun in;1
masuk tandas pun bayar ok mana ada free nak main bagi bagi;2
kalau km asli aku layani pkkny teganv serbaa;1
akhir akhir ini aku sering bermimpi bahkan ketika aku sedang tidak tidur;1
tampil sendiri atasi diri hadapi audiens lakukan perlihatkan ssuatu skill mu sampai tuntas buat semua kagum p;0
aku tak paham beitul jenis orang malaysia yang tak mengerti nak sangkut balik hose itu aku geli bodoh nak pegang;2
aku still the sama perut aku pon still sama;1
say kekasih po aku;1
ciri lelaki idaman aku um kena sama macam ayah aku;0
sumpah annoying weh itu masalah kamu jangan expect aku selesaikan;2
eh sistem informasi kesehatan daerah haha aku polah scaling jak;1
terus kamu dimana sekarang mer sama siapa;1
aku nihh malas nak layan orang kang tak layan kang kasihan sudah layan kang fake hope haiyo apa nak buat nihh;2
sikat saja sisst sikat bajunya celananya biar bersih wkwk canda ding kalau bisa tidak usah sikat sih;0
nctea kok bisa ya mereka tidak mengedip begitu kalau aku sudah kedip itu hasilnya merem semua;1
shuhuaama sih tapi aku suka banget sama makanan jepang;0
aku traumatised tengok fjdjksj kenapa pun dub japanese;2
unituk kawan kawan aku yang hisap rokok itu aku sayang korang kalau boleh berhenti iya guys mungkin bukan sekarang kena;2
if sih keli itu boleh jadi femes apantah lagi aku kan haha;1
mengantuk aku tidur dulu jangan khawatir besok aku masih mencintaimu seperti biasanya besok aku masih mengirim pesan seperti;1
aku pun nak cari rezeki halal bisnes online dengan cara betul tak akan aku nak menipu orang pula kan;0
mending sama saya saja gerobaknya saya bayarkan buat resepsi di pernikahan kita nanti uwuwuwuwuw;1
hi ikuti ya aku yang di grup;1
cepat sembuh sayang semoga kamu selalu diberikan kekuatan dan allah angkat sakit kamu segera yaaemangat a;0
selamat bertambah umur kamu semoga kamu sehat selalu dan dipanjangkan umurmuemoga kamu selalu di;0
bangsat ditampar  saya;2
hai aku kita kedai mamak nih tiba keluar nudes kita lini masa aduh haha;0
malu betul aku ada junihor macam asheeq ali nih yihh;2
aku tengok member yang keluar pergi sana sini tak habis duit di orang guna ilmu apa aku makan terlebih ringgit sikit;1
tengah malam lapar ulang alik lagi peti sejuk kali buka jenguk tutup buka jenguk tutup terpikir tidak kalau peti;1
terus kemarin pak juno tiba tiba random berbicara kalau kita masih sesuai plan awal kita lagi ribet menyiapkan kawinan nih;1
antra bebaniiyaaak pondan kita malaiiyaasia nihh aku rasa viviana nihh iiyaa bila bercakap ada content ive never thought iiyaa komunihhti ki;1
biasalah itu perempuan kena berjaga jaga muka malaikat pun kadang perangai syaitan juga aku pernah tidak camni lari laju teruk;1
hampir semua aku punya wkwk;1
mamat nih keren cinta dalam hati dia iitu seputih kain yang belum dicemari walaupun kena macam iitu dia still rasa yang cewek dia;1
hush floi sudah ada yang punya kamu sama harry saja sana;1
walaupun maut memisahkan kita aku akan selalu mencintaimu menyayangimu setulus hatiku fellychibi;0
kadang kamu harus berhenti peduli pada seseorang bukan karena membencinya tapi karena dia tak pernah menyadari pedulimu katabijak;2
huh bukan dua ke itu pasal aku benci mathematics;1
surprise giveaway karena aku kurang kerjaan dan ingin menambah teman aku mau bagikan pulsa dengan nominal ribu operator apa saja buat;1
aku fast lena do bukan fast learner;1
bengis nya perempuan itu tengok aku haha xhabis dendam nya kali dengan aku nih semenjak asasi lagi;2
hari ini aku akan berusaha untuk bersinar dengan awan berjalan beriringan dan tetap memuja kebebasan hanyutku;0
rindu kamu tapi takpa lah aku doa dari jauh jeemoga tuhan beri perlindungan pada kamu;0
aku pikir acne scar rupanya tai lalat sendiri em;1
maaf lah aku memang turn off betul kalahu perempuan pergi clubbing niebab aku sendiri tak pergi kamu bayangkan sempit sem;2
mantap nih kata kata pak jokowi aku dan para avengers lain siap untuk mencegah thanos menghapus setengah dari populasi j;0
bodohh betul aku terhibur bodohh ada member ceni;2
anak jiran aku umur tahun bagitau bf kokk gay kak sebab itu dia sudah tak mau pegang tetek kokk laangsung hahahahahaah;0
muhammad akuu muhammad akuu dengarkanlah seruanku akuu rindu aku rindu padamu muhammad akuu;0
sakit hati bila dengar kisah orang kalau sini sendiri entoh le memang aku mengamuk;2
faded away kepalah bapak dia lah sudah ada jantan lahin itu tak mau mengakui hanjeng;1
aku hanya ingin melindungi mereka walau harus menjalani penderitaan seperti apapun nagato chapter quoteui;2
orangnya ganteng wangi murah senyum asyik lemah lembut tapi mengetik aku masih aku selamat tinggal mas;2
sudah lah asyik aku je kena cari kamu asyik aku je nak kena terhegeh hegeh asyik aku je nak beria lebih pergi mampus;1
bukankah pantas jika aku merasa berbeda;2
jangan lupa salat jumat ya sayang aku jelek ya sayang bukan biar ganteng ih itu kan wajib oh kiraan terima kasih;0
nak dekat tahun but this is my first time dia bagi surat yang sangat panjang sebab selama nih dia selalu tak mengerti nak;1
maaf ah zri aku tanya kamu week kita buat apa je;1
jika aku memanggilmu jangan tanya kenapa aku memanggilmu itu karena aku rindu tanyalah hatimu rindukah kamu denganku aseq;2
seseorang yang bisa membuat aku sering merasa khawatir berarti dialah orang yang sangat aku sayang;0
hihi look at the face lepaskan aku tak mau kamu bau ikan bagi aku mandikan dulu namau nameow catsoftwit;0
lah tak tau aku tidak lagi lagi deh;1
kalau dan ex buat hal ex eh tolong ah haha takyah siebok jaga tepi kain aku time tgt tak mau pula jaga betul siekarang nak si;1
ini yang namanya indonesia ini yang namanya toleransi ini yang namanya bineka tunggal ika peti jenasah pendeta oma palese man;0
aku mau;0
aku dan kisah miskinku;2
aku nak tengok sampai bila nak berlakon bodoh itu;2
amit amit ya allah;2
oh my god kamu harus melihat ini bigolive begitu pada kemana saja;0
ngikik baca beginian siang hari;0
wahai manusia yang aku suka terima kasih sebab support aku serta ada ketika aku gembira dan duka kamu memang anugerah;0
yuk merapat ke workshop bag amphoes premium kamu bisa dapat ilmu bisa buka usaha laundryepatu tas mahal merek tersedia j;1
mu gemas banget adminnya aku tidak jadi marah;2
nih nak femes je sebenarnya;1
oh iya aku kan anak baik jadi aku kasih tiga;1
back then in school cikgu semua macam eh jangan bercinta sekarang nanti kat uni lagi handsome handsome kamu jumpa now i;1
pernah hehe pernah sekali dan aku menyesal;2
lipstik yang creamy kayak purbasari begitu bibir aku kering kalau pakai itu enak tidak kelihatan kering;0
gemas kan aku oenyoe getoh cmiew jfclosedday;0
kita kamu saja please tidak usah sajak sajak aku;2
nek aku konco sak sekolah sihiswa lain masuk buku karena bandel lah ini karena bawa bmw sport sing anyaran;1
saya dinyanyikan raisa lagunya mantan terindah ya allah aku terharu;0
kenangan yang paling indah itu ialah ketika pertama kali kamu cumbui aku sayang;0
dom malang nih kamu;2
bayangkan kamuu lagi telfonan sama hanbin ternyata sudah tengah malam dan kamuu mengantuk terus hanbin menyanyikan lagu sampai kamu;1
